,App_Name,App_Size,currency,App_Price,Type,Review_count,User_Rating,Content_Rating,Category
1206,Poop Break,6529024,USD,0.99,Paid,21,4.0,9+,Utilities
1207,Plague Inc,95603712,USD,0.99,Paid,143285,4.5,12+,Games
1208,DiveChamp,41779200,USD,0.99,Paid,295,4.5,4+,Games
1209,Tom Loves Angela,53489664,USD,0.99,Paid,1151,4.0,4+,Entertainment
1210,Tom Loves Angela for iPad,55357440,USD,2.99,Paid,2286,4.0,4+,Entertainment
1211,Jakes Never Land Pirate School,303058944,USD,0.99,Paid,4337,4.0,4+,Entertainment
1212,Flow Free,20669440,USD,0.0,Free,373857,4.5,4+,Games
1213,"Pixlr - Photo Collages, Effects, Overlays, Filters",73878528,USD,0.0,Free,2099,4.0,4+,Photo & Video
1214,JaxReady,8352768,USD,0.0,Free,22,3.5,17+,Weather
1215,Storm Shield,26501120,USD,2.99,Paid,2516,4.5,12+,Weather
1216,CamCard HD -business card scanner  reader,80380928,USD,7.99,Paid,319,4.0,4+,Business
1217,Pumped: BMX,38629376,USD,1.99,Paid,1164,5.0,4+,Games
1218,Sworkit - Custom Workouts for Exercise  Fitness,143166464,USD,0.0,Free,16819,5.0,4+,Health & Fitness
1219,Fieldrunners 2,89068544,USD,2.99,Paid,14214,5.0,9+,Games
1220,Photo Editor by Aviary,36269056,USD,0.0,Free,39501,4.5,12+,Photo & Video
1221,"Hurricane Tracker WESH 2 Orlando, Central Florida",29992960,USD,0.0,Free,203,4.0,4+,Weather
1222,Bluebeam Revu,150128640,USD,9.99,Paid,210,3.0,4+,Productivity
1223,Wheres My Perry,126416896,USD,2.99,Paid,24314,4.5,4+,Games
1224,"Seeds Pro For Minecraft - Server, Skins, Community",29258752,USD,1.99,Paid,12770,4.5,9+,Games
1225,Granny Smith,68317184,USD,1.99,Paid,8568,4.5,4+,Games
1226,Leps World 2 Plus - super best platformer games,66832384,USD,0.99,Paid,8404,4.5,4+,Games
1227,Lyft,157950976,USD,0.0,Free,46922,4.5,4+,Travel
1228,SnoreLab : Record Your Snoring,56814592,USD,0.0,Free,1341,4.5,12+,Medical
1229,Clash of Clans,116476928,USD,0.0,Free,2130805,4.5,9+,Games
1230,Frax HD - The First Realtime Immersive Fractals,94023680,USD,1.99,Paid,298,5.0,4+,Entertainment
1231,Zombie Tsunami,115895296,USD,0.0,Free,31311,4.5,4+,Games
1232,The Wonder Weeks,28716032,USD,1.99,Paid,397,2.5,17+,Health & Fitness
1233,"Disney Channel  Watch Full Episodes, Movies  TV",132038656,USD,0.0,Free,21082,3.5,4+,Entertainment
1234,"Disney Junior  Watch Full Episodes, Movies  TV",113905664,USD,0.0,Free,8077,3.0,4+,Entertainment
1235,"Disney XD  Watch Full Episodes, Movies  Live TV",109049856,USD,0.0,Free,5703,3.5,4+,Entertainment
1236,METAL SLUG 3,151613440,USD,2.99,Paid,2798,3.5,9+,Games
1237,CBS Full Episodes and Live TV,93207552,USD,0.0,Free,39436,2.5,4+,Entertainment
1238,Dungeon Village,187506688,USD,4.99,Paid,1000,4.5,4+,Games
1239,Wish - Shopping Made Fun,48428032,USD,0.0,Free,141960,4.5,12+,Shopping
1240,"Sight Words Games  Flash Cards for Reading and Spelling Success at School Learn to Read Preschool, Kindergarten and Grade 1 Kids",54198272,USD,2.99,Paid,59,3.5,4+,Education
1241,LiveCollage Pro-Photo Collage MakerPhoto Editor,88022016,USD,1.99,Paid,12319,4.5,4+,Photo & Video
1242,Photo Collage Maker  Photo Editor - Live Collage,94266368,USD,0.0,Free,93781,4.5,4+,Photo & Video
1243,Trigger Fist,144196155,USD,0.0,Free,69624,4.5,12+,Games
1244,Talking Ginger for iPad,79683584,USD,0.0,Free,20065,4.5,4+,Entertainment
1245,same - ,123238400,USD,0.0,Free,78,4.0,17+,Social Networking
1246,Deck Pass Plus,10240000,USD,1.99,Paid,350,3.5,4+,Sports
1247,Tone Sphere,411227136,USD,1.99,Paid,360,4.5,4+,Games
1248,Dragon Island Blue,53772288,USD,0.99,Paid,9119,5.0,9+,Games
1249,Organ Trail: Directors Cut,245444608,USD,2.99,Paid,3389,4.5,12+,Games
1250,cute iconwallpaper dressup - CocoPPa,65789952,USD,0.0,Free,12508,4.0,4+,Lifestyle
1251,DEAD TRIGGER,301228032,USD,0.0,Free,78918,4.5,17+,Games
1252,MY LITTLE PONY: Magic Princess Quests,107032576,USD,0.0,Free,65201,4.5,4+,Games
1253,Fragments Note,714801152,USD,3.99,Paid,1,5.0,4+,Games
1254,Bad Piggies,260106240,USD,0.0,Free,26259,4.5,4+,Games
1255,Odysseus: Long Way Home HD Full,281676680,USD,4.99,Paid,39,4.0,4+,Games
1256,KODAK Kiosk Connect App,21434368,USD,0.0,Free,3711,4.5,4+,Photo & Video
1257,Modern Essentials,53814272,USD,6.99,Paid,112,3.5,12+,Health & Fitness
1258,Snail Bob,210245632,USD,0.99,Paid,9453,4.5,4+,Games
1259,InstaBoard  for Instagram - photos  videos repost,53230592,USD,0.0,Free,1571,3.5,12+,Photo & Video
1260,Topia World Builder,59056128,USD,1.99,Paid,1775,3.5,4+,Games
1261,Bubble Mania,189151232,USD,0.0,Free,122081,4.5,4+,Games
1262,Dr Panda Hospital,417707008,USD,2.99,Paid,372,4.0,4+,Education
1263,Tapage by My Little App,54250496,USD,0.0,Free,41,4.5,17+,Lifestyle
1264,UFC ,45790208,USD,0.0,Free,809,2.5,12+,Sports
1265,Rhonna Collage,123987968,USD,1.99,Paid,239,4.0,4+,Photo & Video
1266,Upward Basketball Coach,36912128,USD,0.99,Paid,138,3.5,4+,Sports
1267,Celebrity Look Alike App - Face Compare,49332224,USD,0.0,Free,403,2.5,4+,Entertainment
1268,BADLAND,222380032,USD,2.99,Paid,21325,4.5,9+,Games
1269,Certified Mixtapes - Hip Hop Albums  Mixtapes,41123840,USD,0.0,Free,9975,4.5,12+,Music
1270,Hungry Shark Evolution,320535552,USD,0.0,Free,83784,4.5,12+,Games
1271,Into the Dead,171828224,USD,0.0,Free,32492,4.5,12+,Games
1272,Fitstar Personal Trainer,50043904,USD,0.0,Free,7496,4.5,4+,Health & Fitness
1273,"Oje, ich wachse",26168320,USD,1.99,Paid,0,0.0,4+,Health & Fitness
1274,"Over Edit Photos, Add Text  Captions to Pictures",109300736,USD,0.0,Free,16221,4.5,4+,Photo & Video
1275,Google Chrome  The Fast and Secure Web Browser,95385600,USD,0.0,Free,55750,3.5,17+,Utilities
1276,Tentacles: Enter the Dolphin,580818944,USD,2.99,Paid,1678,4.5,9+,Games
1277,Full Fitness : Exercise Workout Trainer,104803328,USD,2.99,Paid,7573,4.5,4+,Health & Fitness
1278,Trainz Driver - train driving game and realistic railroad simulator,384385024,USD,2.99,Paid,2228,4.0,4+,Games
1279,Toddler Counting 123,60891136,USD,0.99,Paid,121,4.0,4+,Education
1280,Lapse It Pro  Time Lapse  Stop Motion Camera  Professional HD,22585344,USD,2.99,Paid,2079,4.5,4+,Photo & Video
1281,UNO   Friends,131464192,USD,0.0,Free,68911,4.0,9+,Games
1282,Raiden Legacy,177562624,USD,4.99,Paid,443,4.5,9+,Games
1283,BrainHQ - Brain Training,72673280,USD,0.0,Free,684,4.0,4+,Education
1284,Block Earth,85463040,USD,4.99,Paid,2089,4.0,4+,Games
1285,Bastion,1281059840,USD,4.99,Paid,14247,4.5,12+,Games
1286,Rayman Jungle Run,78690304,USD,2.99,Paid,25517,4.5,9+,Games
1287,TEDICT - Learn English with TED Video,6398976,USD,2.99,Paid,77,4.5,4+,Education
1288,Big Fish Casino  Best Vegas Slot Machines  Games,108107776,USD,0.0,Free,113959,4.5,12+,Games
1289,SpellingCity,109510656,USD,0.0,Free,1566,3.5,4+,Education
1290,"We Heart It - Fashion, wallpapers, quotes, tattoos",79953920,USD,0.0,Free,90414,5.0,12+,Social Networking
1291,IronMobile - Ironman Athlete Tracker,5086208,USD,0.99,Paid,126,3.0,4+,Sports
1292,Been Together,50371584,USD,0.99,Paid,20,4.5,4+,Lifestyle
1293,Hurricane Impact by HurricaneTrackcom,7477248,USD,2.99,Paid,60,3.5,4+,Weather
1294,Voice Translate Pro,20605952,USD,3.99,Paid,1158,4.5,4+,Business
1295,Castle Raid,47127849,USD,0.99,Paid,1087,4.5,9+,Games
1296,Need for Speed Most Wanted,2023336960,USD,4.99,Paid,7315,4.0,4+,Games
1297,Tiny Wings HD,28681216,USD,2.99,Paid,12181,4.5,4+,Games
1298,Robot Unicorn Attack 2,106917888,USD,0.0,Free,21432,4.5,9+,Games
1299,Presidential Election  Electoral College Maps,32719872,USD,2.99,Paid,222,3.5,4+,News
1300,The Secret Society - Hidden Mystery,1433910272,USD,0.0,Free,168674,4.0,4+,Games
1301,Space Agency,34965504,USD,1.99,Paid,1565,4.5,4+,Games
1302,NBC Sports,129395712,USD,0.0,Free,47172,2.5,4+,Sports
1303,Unfilth Your Habitat,12316672,USD,0.99,Paid,321,4.5,17+,Productivity
1304,WiFi Map Pro - Scan  Get Passwords for free Wi-Fi,87569408,USD,4.99,Paid,1155,4.0,4+,Travel
1305,Word Search Colorful,19643392,USD,0.0,Free,7131,4.0,12+,Games
1306,Wireless Transfer App:Sync backup photo and video,35957760,USD,2.99,Paid,1810,4.5,4+,Photo & Video
1307,8 Ball Pool,86776832,USD,0.0,Free,416736,4.5,4+,Games
1308,Photo Grid - photo collage maker  photo editor,112073728,USD,0.0,Free,40531,4.5,4+,Photo & Video
1309,ownCloud,34676736,USD,0.99,Paid,249,3.0,17+,Productivity
1310,"YouTube - Watch Videos, Music, and Live Streams",124673024,USD,0.0,Free,278166,2.5,17+,Photo & Video
1311,TimeTraks,698800,USD,0.99,Paid,68,2.0,4+,Entertainment
1312,"Shopular Coupons, Weekly Deals for Target, Walmart",52582400,USD,0.0,Free,22729,5.0,4+,Shopping
1313,Magellan,44860416,USD,2.99,Paid,313,4.5,4+,Music
1314,Real Metronome Pro,56131584,USD,1.99,Paid,95,4.0,4+,Music
1315,McGraw-Hill K-12 ConnectED Mobile,26227712,USD,0.0,Free,594,2.5,4+,Education
1316,The World Ends with You: Solo Remix,2664228864,USD,17.99,Paid,2760,4.5,9+,Games
1317,Bad Piggies HD,260040704,USD,0.0,Free,19018,4.5,4+,Games
1318,Amazon Prime Video,69435392,USD,0.0,Free,43667,4.0,12+,Entertainment
1319,Camera360 Concept - HelloCamera,45243392,USD,0.99,Paid,1335,4.5,4+,Photo & Video
1320,Hurricane by American Red Cross,54710272,USD,0.0,Free,1158,4.0,4+,Weather
1321,Finding Nemo Storybook Deluxe,1131319296,USD,2.99,Paid,117,4.0,4+,Book
1322,Weather  Radar,94449664,USD,0.0,Free,37,4.0,4+,Weather
1323,PetWorld 3D: My Animal Rescue Premium,177914880,USD,5.99,Paid,1815,4.0,4+,Games
1324,"Quizlet: Study Flashcards, Languages  Vocabulary",95381504,USD,0.0,Free,16683,4.5,4+,Education
1325,Can Knockdown 3,151453696,USD,1.99,Paid,1135,4.5,4+,Games
1326,Super Why ABC Adventures,147821568,USD,3.99,Paid,242,3.0,4+,Education
1327,Photo Editor-,46732288,USD,0.0,Free,9095,4.5,4+,Photo & Video
1328,Bingo,236914688,USD,0.0,Free,56852,4.5,12+,Games
1329,Blendamaze,53692416,USD,2.99,Paid,1504,4.5,4+,Games
1330,DMBX 2 - Mountain Bike and BMX,165738053,USD,1.99,Paid,42,4.0,4+,Games
1331,Traffic Racer,132160512,USD,0.0,Free,22458,4.5,4+,Games
1332,"Karaoke - Sing Karaoke, Unlimited Songs",95711232,USD,0.0,Free,28606,4.5,4+,Music
1333,Bingo Pop,274991104,USD,0.0,Free,18971,4.0,12+,Games
1334,Infectonator,25939813,USD,0.99,Paid,3069,4.5,9+,Games
1335,Tinder,126720000,USD,0.0,Free,143040,3.5,17+,Lifestyle
1336,ZARA,61317120,USD,0.0,Free,2731,4.5,4+,Shopping
1337,Slayin,22982656,USD,0.99,Paid,45574,4.5,12+,Games
1338,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers  Lowercase",69922816,USD,4.99,Paid,382,3.5,4+,Education
1339,Stick Texting Emoji Emoticons Killer,90030080,USD,1.99,Paid,321,3.0,9+,Utilities
1340,Super Hexagon,33219584,USD,2.99,Paid,10748,4.5,4+,Games
1341,True Skate,66697216,USD,1.99,Paid,11065,4.0,4+,Games
1342,I see Math1,96665600,USD,4.99,Paid,0,0.0,4+,Education
1343,Cafeteria Nipponica,186856448,USD,4.99,Paid,274,4.5,4+,Games
1344,STARZ,110111744,USD,0.0,Free,8971,3.5,17+,Entertainment
1345,Pac-12 Now,71500800,USD,0.0,Free,1221,3.0,4+,Sports
1346,Camera+ for iPad,62664704,USD,4.99,Paid,641,3.5,4+,Photo & Video
1347,Word Chums,90521600,USD,3.99,Paid,11536,5.0,4+,Games
1348,Dr Pandas Restaurant,125091840,USD,1.99,Paid,370,4.0,4+,Games
1349,LAMP Words For Life,583263232,USD,299.99,Paid,41,4.0,4+,Education
1350,Jumping Horses Champions,41161832,USD,0.99,Paid,835,4.5,4+,Games
1351,WWE,88150016,USD,0.0,Free,7553,4.0,12+,Entertainment
1352,Starfall Learn to Read,107464704,USD,0.0,Free,474,4.0,4+,Education
1353,The Room,338273280,USD,0.99,Paid,143908,5.0,9+,Games
1354,Followers - Social Analytics For Instagram,59160576,USD,0.0,Free,112778,4.5,4+,Social Networking
1355,Stock Market HD: Real Time Stocks Tracker + Forex,77485056,USD,2.99,Paid,1275,3.5,4+,Finance
1356,"Its The Great Pumpkin, Charlie Brown",141408256,USD,5.99,Paid,632,4.0,4+,Book
1357,ClassDojo,80195584,USD,0.0,Free,35440,4.5,4+,Education
1358,NASCAR MOBILE,70040576,USD,0.0,Free,16385,4.0,4+,Sports
1359,Daniel Tigers Neighborhood: Play at Home with Daniel,58736640,USD,2.99,Paid,930,3.5,4+,Education
1360,Cymera - Photo  Beauty Editor  Collage,123231232,USD,0.0,Free,523,3.0,4+,Photo & Video
1361,Candy Crush Saga,222846976,USD,0.0,Free,961794,4.5,4+,Games
1362,Ugly,47773530,USD,0.0,Free,224,4.0,4+,Entertainment
1363,Crazy Taxi,277301248,USD,0.0,Free,8573,4.0,9+,Games
1364,Touch Camera - Fast Recording and Burst,5071872,USD,1.99,Paid,36,1.0,4+,Photo & Video
1365,SMART Notebook for iPad,97378304,USD,5.99,Paid,301,2.5,4+,Education
1366,The Tiny Bang Story,189565952,USD,1.99,Paid,143,3.0,4+,Games
1367,Campaign Manager - A Presidential Election Simulation Game,7053312,USD,2.99,Paid,116,4.0,4+,Games
1368,Vector HD,137798656,USD,0.99,Paid,1291,4.5,9+,Games
1369,Talking Angela for iPad,76846080,USD,0.0,Free,32763,3.5,4+,Entertainment
1370,Earn to Die,56385536,USD,0.99,Paid,6977,4.5,12+,Games
1371,Earn to Die HD,49803264,USD,2.99,Paid,2028,4.5,12+,Games
1372,Baby Rattle with Child Lock,22364160,USD,1.99,Paid,441,4.5,4+,Games
1373,Clue Solver - for Clue or Cluedo board games,77971456,USD,0.99,Paid,185,1.5,4+,Games
1374,ESPN Fantasy Football Baseball Basketball Hockey,25164800,USD,0.0,Free,64925,4.0,4+,Sports
1375,TransParent Compass,35382272,USD,0.0,Free,0,0.0,4+,Utilities
1376,Draw a Stickman: EPIC,72376320,USD,1.99,Paid,413,4.5,9+,Games
1377,Year Walk,213773594,USD,3.99,Paid,1951,4.5,12+,Games
1378,Angry Birds Friends,190382080,USD,0.0,Free,23655,4.0,4+,Games
1379,Kirklands Spin to Win,9965568,USD,0.0,Free,177,3.0,4+,Shopping
1380,Real Racing 3,874184704,USD,0.0,Free,164483,4.5,4+,Games
1381,Pacific Fleet,92250112,USD,5.99,Paid,806,4.0,12+,Games
1382,Toca Tailor,57734144,USD,2.99,Paid,4059,4.5,4+,Education
1383,"Tiny Scanner+ - PDF scanner to scan document, receipt  fax",57836544,USD,4.99,Paid,5611,5.0,4+,Business
1384,Draw a Stickman: EPIC HD,113565696,USD,2.99,Paid,895,4.5,9+,Games
1385,TNNS,42757772,USD,1.99,Paid,65,4.5,4+,Games
1386,MetaMoJi Note - note taking and PDF annotation app,103659520,USD,7.99,Paid,493,4.0,4+,Productivity
1387,HelloTalk Language Exchange Learning App,167054336,USD,0.0,Free,1619,4.0,4+,Education
1388,Angry Birds Star Wars,177338368,USD,0.0,Free,34138,4.5,4+,Games
1389,Angry Birds Star Wars HD,212249600,USD,0.0,Free,22674,4.5,4+,Games
1390,Shpock Boot Sale  Classifieds App Buy  Sell,82904064,USD,0.0,Free,212,4.0,12+,Shopping
1391,Total - Free browser with file manager and cloud storage support,75883520,USD,0.0,Free,4231,4.5,17+,Entertainment
1392,"Network Analyzer - wifi scanner, speed test, tools",12513280,USD,3.99,Paid,2840,4.5,4+,Utilities
1393,"Inkly: Greeting Cards, Postcards, Flowers  Gifts",139865088,USD,0.0,Free,1034,4.5,9+,Shopping
1394,Dashy Crashy,166305792,USD,0.0,Free,3979,4.5,4+,Games
1395,CUBE SNAP,85362688,USD,0.99,Paid,1133,4.5,4+,Games
1396,File Manager Pro App,14442496,USD,4.99,Paid,2154,4.5,17+,Business
1397,Modern Combat 4: Zero Hour,2169602048,USD,6.99,Paid,12916,4.0,17+,Games
1398,InsTrack for Instagram - Analytics Plus More,14225408,USD,0.0,Free,85535,4.5,4+,Social Networking
1399,Weblock - AdBlock for apps and websites,37883904,USD,1.99,Paid,1880,3.5,4+,Utilities
1400,"Ibotta: Cash Back App, Grocery Coupons  Shopping",192774144,USD,0.0,Free,44313,4.5,12+,Shopping
1401,Lumps of Clay,90752000,USD,0.99,Paid,0,0.0,4+,Games
1402,Mini Golf Stars Retro Golf Game,224983040,USD,0.0,Free,9411,4.5,17+,Games
1403,"Concepts - Sketch, Design, Illustrate",130532352,USD,0.0,Free,3101,4.5,4+,Productivity
1404,Lili,797827072,USD,0.99,Paid,2701,4.0,12+,Games
1405,Capture - Control Your GoPro Camera - Share Video,94800896,USD,0.0,Free,6542,3.0,12+,Photo & Video
1406,Clumsy Ninja,255400960,USD,0.0,Free,123032,4.5,4+,Games
1407,Agricola,349272064,USD,6.99,Paid,1107,4.0,12+,Games
1408,T-Mobile,65560576,USD,0.0,Free,19977,4.0,4+,Productivity
1409,Peatix -Discover events  communities in your city,84125696,USD,0.0,Free,10,3.0,4+,Entertainment
1410,Dragon City Mobile,123612160,USD,0.0,Free,277268,4.5,4+,Games
1411,Devils Attorney,321376256,USD,2.99,Paid,1474,4.5,12+,Games
1412,Vector for iPhone,137792512,USD,0.99,Paid,4432,4.5,9+,Games
1413,NFL HUDDLE: Football Card Trader,228352000,USD,0.0,Free,2896,4.0,12+,Sports
1414,GeniusMovieWords,47728640,USD,9.99,Paid,0,0.0,4+,Education
1415,UBiO,26939392,USD,4.99,Paid,8,4.5,4+,Music
1416,Minecraft: Skin Studio,46211072,USD,3.99,Paid,4006,4.0,4+,Games
1417,Bloons TD 5,113020928,USD,2.99,Paid,42078,4.5,9+,Games
1418,minne - shopping handmade item,80129024,USD,0.0,Free,8,5.0,4+,Shopping
1419,MarineTraffic - Ship Tracking,45089792,USD,4.99,Paid,1782,4.5,4+,Travel
1420,Stone Age: The Board Game,137375744,USD,6.99,Paid,850,4.5,4+,Games
1421,Hill Climb Racing,108322816,USD,0.0,Free,108183,4.5,9+,Games
1422,Urlaubspiraten,22560768,USD,0.0,Free,188,5.0,4+,Travel
1423,Backflip Madness,17436862,USD,0.99,Paid,11687,4.5,9+,Games
1424,Fit Brains Trainer,188902400,USD,0.0,Free,46363,4.5,4+,Education
1425,Ticket Scanner for Powerball  MegaMillions Pool,84973568,USD,0.0,Free,581,3.5,12+,News
1426,Good homes style-pro,6373376,USD,0.99,Paid,0,0.0,4+,Lifestyle
1427,Monkey Word School Adventure,296433664,USD,1.99,Paid,191,4.0,4+,Education
1428,Bloons TD 5 HD,217499648,USD,2.99,Paid,28341,4.5,9+,Games
1429,Followers + for Instagram - Follower Analytics,17986560,USD,0.0,Free,28633,4.0,12+,Social Networking
1430,Colin McRae Rally,822431744,USD,2.99,Paid,504,3.5,4+,Games
1431,Mutant Fridge Mayhem - Gumball,93663232,USD,2.99,Paid,3090,4.5,9+,Games
1432,KATWARN,5424128,USD,0.0,Free,0,0.0,4+,News
1433,iUniform ASU - Builds Your Army Service Uniform,37122048,USD,3.99,Paid,132,3.5,4+,Utilities
1434,We Maps,38597632,USD,6.99,Paid,35,4.5,4+,Travel
1435,Rainy Mood - Rain Sounds for Sleep  Study,91877376,USD,2.99,Paid,333,4.5,4+,Health & Fitness
1436,e-Sword HD: Bible Study Made Easy,20587520,USD,4.99,Paid,7309,5.0,4+,Reference
1437,Vampify - Turn yourself into a Vampire,102176768,USD,0.99,Paid,278,4.5,9+,Entertainment
1438,French Tarot,41298944,USD,4.99,Paid,33,4.5,4+,Games
1439,Bubble Guppies: Animal School Day HD,826970112,USD,4.99,Paid,1207,3.5,4+,Education
1440,Bubble Guppies: Animal School Day,829255680,USD,2.99,Paid,130,4.0,4+,Education
1441,Mickey Mouse Clubhouse: Mickeys Wildlife Count Along,971752448,USD,2.99,Paid,743,3.5,4+,Entertainment
1442,MY EE,23851008,USD,0.0,Free,43,2.5,4+,Utilities
1443,Sonic Jump,104692736,USD,2.99,Paid,8661,4.5,4+,Games
1444,Yoga Studio,162386944,USD,4.99,Paid,28439,5.0,4+,Health & Fitness
1445,"sugar, sugar",25718784,USD,0.99,Paid,139,4.5,4+,Games
1446,Watch NFL Network,73063424,USD,0.0,Free,1110,2.0,4+,Sports
1447,SySight,1209344,USD,0.99,Paid,0,0.0,4+,Utilities
1448,Frax - The First Realtime Immersive Fractals,99244032,USD,0.99,Paid,245,4.5,4+,Entertainment
1449,ReindeerCam,47512576,USD,1.99,Paid,3379,4.5,4+,Entertainment
1450,Timehop,67424256,USD,0.0,Free,49510,3.5,4+,Social Networking
1451,Pudding Monsters,35096576,USD,0.99,Paid,10703,4.5,4+,Games
1452,Toca Hair Salon 2,99796992,USD,2.99,Paid,23349,4.5,4+,Education
1453,"Duolingo - Learn Spanish, French and more",89782272,USD,0.0,Free,162701,4.5,4+,Education
1454,Printicular Print Photos - 1 Hour Pickup,54000640,USD,0.0,Free,3909,5.0,4+,Photo & Video
1455,"Runtastic Push Ups PRO: Workouts, Trainer, Counter",45799424,USD,1.99,Paid,3434,5.0,4+,Health & Fitness
1456,"Runtastic Squats PRO  Workouts, Trainer  Counter",45754368,USD,1.99,Paid,1186,5.0,4+,Health & Fitness
1457,LEGO Batman: DC Super Heroes,1139261440,USD,4.99,Paid,7717,4.0,9+,Games
1458,Repost for Instagram,46076928,USD,0.0,Free,15185,4.5,12+,Social Networking
1459,Daily Celebrity Crossword,94110720,USD,0.0,Free,181384,4.0,4+,Games
1460,Global Shark Tracker,36946944,USD,0.0,Free,336,3.0,4+,Education
1461,FOX NOW - Watch Full Episodes and Stream Live TV,56974336,USD,0.0,Free,39391,4.5,4+,Entertainment
1462,Mutant Mudds,37110784,USD,4.99,Paid,819,4.0,9+,Games
1463,"All-in Fitness: 1200 Exercises, Workouts, Calorie Counter, BMI calculator by Sportcom",96468992,USD,2.99,Paid,965,4.5,12+,Health & Fitness
1464,Gangstar Vegas,2088777728,USD,0.0,Free,46705,4.5,17+,Games
1465,Slender Rising,228978688,USD,2.99,Paid,5214,4.5,12+,Games
1466,365Scores,129219584,USD,0.0,Free,9879,4.5,4+,Sports
1467,Temple Run 2,158025728,USD,0.0,Free,295211,4.5,9+,Games
1468,Partia,38211584,USD,3.99,Paid,209,4.5,9+,Games
1469,Beat the Boss 2,205271040,USD,0.0,Free,117338,4.5,12+,Games
1470,Afterlight,76231680,USD,0.99,Paid,14057,4.5,4+,Photo & Video
1471,Warhammer Quest,936792064,USD,2.99,Paid,4965,4.5,12+,Games
1472,Vende Globe 2016,253679616,USD,0.0,Free,42,2.0,4+,Sports
1473,Joe Danger,171192320,USD,1.99,Paid,3748,4.5,9+,Games
1474,Fitness Point Pro,68373504,USD,4.99,Paid,1685,4.5,9+,Health & Fitness
1475,Beat the Boss 2 17+,205250560,USD,0.99,Paid,17203,4.5,17+,Games
1476,iGun Pro HD - The Original Gun Application,69952512,USD,0.0,Free,22324,4.5,12+,Games
1477,Sky Gamblers: Storm Raiders,1820131328,USD,4.99,Paid,18822,4.5,12+,Games
1478,METAL SLUG 1,59441152,USD,2.99,Paid,540,4.0,9+,Games
1479,Asva The Monkey HD,44660067,USD,0.99,Paid,80,4.5,4+,Games
1480,FINAL FANTASY IV,537749504,USD,14.99,Paid,4558,4.5,9+,Games
1481,LINE PLAY - Your Avatar World,108691456,USD,0.0,Free,34677,4.5,4+,Social Networking
1482,Pou,40968192,USD,0.0,Free,3783,4.5,4+,Games
1483,Christmas Stories: Nutcracker Collectors Edition HD Full,611252780,USD,6.99,Paid,259,4.5,4+,Games
1484,aerofly FS - Flight Simulator,2251403264,USD,3.99,Paid,1033,4.5,4+,Games
1485,Infect Them All 2 : Zombies,42951284,USD,0.99,Paid,2630,5.0,12+,Games
1486,Injustice: Gods Among Us,1829599232,USD,0.0,Free,612532,4.5,12+,Games
1487,Dr Panda Daycare,79133696,USD,2.99,Paid,401,4.0,4+,Education
1488,InstaLogo Logo Creator - Graphic design maker,123656192,USD,2.99,Paid,6263,4.5,4+,Business
1489,Ingress,126825472,USD,0.0,Free,2739,3.5,9+,Games
1490,Sky Guide: View Stars Night or Day,175430656,USD,2.99,Paid,22100,5.0,4+,Reference
1491,"InstaSize: Photo Editor, Picture Effects  Collage",99624960,USD,0.0,Free,15605,4.0,4+,Photo & Video
1492,SpongeBob Moves In,634097664,USD,2.99,Paid,18758,4.0,4+,Games
1493,Minigore 2: Zombies,138681344,USD,1.99,Paid,3164,4.5,17+,Games
1494,Incredipede,77213696,USD,3.99,Paid,108,3.0,4+,Games
1495,Lumosity - Brain Training,214962176,USD,0.0,Free,96534,4.5,4+,Education
1496,Checkout 51: Grocery Coupons  Cash Back Savings,18385920,USD,0.0,Free,4878,4.0,4+,Shopping
1497,"Retrica - Selfie Camera with Filter, Sticker  GIF",112688128,USD,0.0,Free,11021,4.5,4+,Photo & Video
1498,TapeACall Pro - Call Recorder For Phone Calls,49825792,USD,9.99,Paid,2951,4.0,4+,Business
1499,Yahoo Mail - Keeps You Organized,177899520,USD,0.0,Free,113709,4.0,4+,Productivity
1500,TeamSpeak 3,27543552,USD,4.99,Paid,697,2.5,17+,Social Networking
1501,Bridge Constructor Playground,82499584,USD,1.99,Paid,1628,4.5,4+,Games
1502,Grand Theft Auto: Vice City,1161168896,USD,4.99,Paid,20113,4.0,17+,Games
1503,Fish Out Of Water,72671232,USD,0.99,Paid,11000,4.5,4+,Games
1504,Threema,24925184,USD,2.99,Paid,196,4.5,4+,Social Networking
1505,MyScript Calculator - Handwriting calculator,21319680,USD,0.0,Free,16555,4.5,4+,Productivity
1506,Wells Fargo for iPad,67862528,USD,0.0,Free,2207,2.5,4+,Finance
1507,SmartNews - Trending News  Stories,26681344,USD,0.0,Free,4645,4.0,17+,News
1508,"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",89534464,USD,6.99,Paid,235,4.5,4+,Health & Fitness
1509,Followers + EA - Analytics for Instagram,19306496,USD,0.99,Paid,482,2.5,12+,Social Networking
1510,Blitz Brigade: Multiplayer FPS shooter online,1024388096,USD,0.0,Free,41266,4.5,17+,Games
1511,Megapolis,136165376,USD,0.0,Free,28902,4.5,4+,Games
1512,The Silent Age,1522363392,USD,0.0,Free,16852,4.5,12+,Games
1513,VoiceTraVoice Translator,14505984,USD,0.0,Free,0,0.0,4+,Travel
1514,Leps World 3 Plus - the super best platformer games,70962176,USD,0.99,Paid,4678,4.5,4+,Games
